謝謝,2
主持人,1
剛才,2
聽到,1
韓,3
市長,3
斬釘截鐵,1
說,2
接受,2
一國兩制,6
當,1
習近,1
平剛,1
開始,2
九二,1
共識,1
時候,5
回答,1
清楚,1
在,7
三月,1
到,1
中聯,1
辦,1
訪問,1
創造,1
氛圍,1
告訴,1
現在,3
拒絕,2
領導人,2
社會,2
壓力,2
底下,1
才,3
這樣,1
立場,1
領導,2
做,2
決定,2
時,1
當機立斷,1
人民,4
之前,1
對,2
變局,1
發生,1
任何,1
事情,1
反應,2
大,2
至於,1
對於,1
兩岸,7
關係,6
處理,1
過去,1
時間,1
秉持,1
挑釁,1
貿進,1
讓,2
正常,1
交流,4
限縮,1
中國,1
方面,1
把,1
一些,2
觀光客,1
經貿,1
拿來,1
當作,1
政治,1
籌碼,1
真正,1
問題,2
所在,1
那,1
最,3
重要,2
維持,3
保護,1
捍衛,1
國家,3
主權,3
今年,1
初,1
習近平,1
講,4
台灣,5
方案,1
端上,1
媒體,1
所有,1
台灣人,1
確保,1
防止,1
被,1
併吞,1
優先,1
宋,1
主席,1
很多,1
話,1
覺得,1
像,1
相同,1
基礎,1
坐下來,1
好好,1
談,1
形成,1
團結,1
態勢,1
共同,1
面對,1
局勢,1
展現,1
意志,1
決心,1
盡,1
努力,1
和平,1
穩定,1
內部,1
團結一致,1
相信,1
北京,1
當局,1
跟,1
打交道,1
那麼,1
見,1
未來,1
化解,1
機會,1
