謝謝,1
韓,2
市長,2
問題,1
想,1
生活,1
在,3
台灣,4
人,4
長大,1
有神論,1
無神論,1
對於,1
神明,2
帶,1
虔誠,1
敬畏,2
心,3
共同,2
責任,1
把,3
良善,2
力量,1
社會,1
讓,4
普及,1
變成,1
所有,1
資產,1
做,1
總統,4
除了,1
之外,1
覺得,5
心態,1
很,3
重要,2
聽完,1
政見會,1
韓國瑜,1
當選,1
威權,3
封建,2
退步,1
國民黨,4
回來,1
想法,3
和,1
一樣,1
非常,1
歧視,4
女性,1
移工,1
原住民,1
新,1
住民,1
這些,1
言論,1
時代,2
進步,1
跟得上,1
政治,3
人民,1
當,1
酬庸,1
以前,1
執政,1
分贓,1
貼到,1
身,1
上,1
國營,1
事業,1
主管,1
任用,1
制度,1
依循,1
辦理,1
任命,1
違法,1
？



,1
懂,2
民主,4
政黨,2
內部,2
競爭,3
對,2
外,1
團結,2
像,1
遇到,1
分裂,1
民進黨,2
被,1
講成,1
架空,1
想想,1
離,1
選舉,1
只,2
剩下,1
禮拜,1
現在,1
用,1
張冠李戴,1
方式,1
挑撥,1
影響到,1
做為,1
解,1
最,1
